ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender
krd_002080_action-verbs,,Tuvangura imyanda yacu.,Nous trions nos déchets.,We sort our waste.,action-verbs,,,,,,
krd_002081_grammar,,Tuvuze yuko dufatanije na yo ... ntituba dukora ivy’ukuri,Si nous disons que nous sommes en communion avec Lui… nous ne faisons pas la vérité.,If we say that we have fellowship with Him ...we are not doing the truth.,grammar,,,,,,
krd_002082_grammar,,"Tuvuze yukw ata caha dufise, tuba twizimiza","Si nous disons que nous n'avons pas de péché, nous nous égarons","If we say that we have no sin, we are leading ourselves astray",grammar,,,,,,
krd_002083_emotions,,Tuzobonana ryari?,Quand nous reverrons-nous?,When will we see each other again?,emotions,,,,,,
krd_002084_grammar,,Tuzogenda i wabo kugira ngo tuzobafashe,Nous irons chez eux pour les aider.,We’ll go to their place in order to help them.,grammar,,,,,,
krd_002085_action-verbs,,Tuzogenda ku musozi mumpera y'Indwi.,Nous allons à la montagne ce week-end.,We are going to the mountains this weekend.,action-verbs,,,,,,
krd_002086_grammar,,Tuzoguma inokuva ubu kugeza ejo,Nous resterons ici d'ici à demain,We’ll stay here from now until tomorrow,grammar,,,,,,
krd_002087_action-verbs,,Tuzohura ejo.,On se rencontrera demain.,We'll meet tomorrow.,action-verbs,,,,,,
krd_002088_action-verbs,,Tuzoja ku musozi muri ino wikende.,Nous allons à la montagne ce week-end.,We are going to the mountains this weekend.,action-verbs,,,,,,
krd_002089_action-verbs,,Tuzoja kumusozi mu mpera y'iyi ndwi,Nous allons à la montagne ce week-end.,We are going to the mountains this weekend.,action-verbs,,,,,,
krd_002090_emotions,,Tuzosubira kubonana ryari?,Quand nous reverrons-nous?,When will we see each other again?,emotions,,,,,,
krd_002091_emotions,,Tuzosubira ryari?,Quand nous reverrons-nous?,When will we see each other again?,emotions,,,,,,
krd_002092_greetings,,Tuzosubira.,À plus tard.,See you later.,greetings,,,,,,
krd_002093_food,,Twafunguriye ahantu bafungurira heza.,Nous avons mangé dans un bon restaurant.,We ate in a good restaurant.,food,,,,,,
krd_002094_food,,Twafunguriye mu buriro bwiza.,Nous avons mangé dans un bon restaurant.,We ate in a good restaurant.,food,,,,,,
krd_002095_action-verbs,,Twahanye nimero zacu.,Nous avons échangé nos numéros.,We exchanged numbers.,action-verbs,,,,,,
krd_002096_action-verbs,,Twaravuganye cane.,Nous avons beaucoup parlé.,We talked a lot.,action-verbs,,,,,,
krd_002097_grammar,,Twari tunezerewe kubona abagenzi bacu,Nous étions heureux de revoir nos amis,We were happy to see our friends,grammar,,,,,,
krd_002098_action-verbs,,Twashitse ku ntumbero zacu.,Nous avons atteint nos objectifs.,We have achieved our objectives.,action-verbs,,,,,,
krd_002099_action-verbs,,Twashoboye gushitsa ihangiro ryacu.,Nous avons atteint nos objectifs.,We have achieved our objectives.,action-verbs,,,,,,
krd_002100_action-verbs,,Twategerezwa guhimbaza ibi.,Nous devrions célébrer cela.,We should celebrate this.,action-verbs,,,,,,
krd_002101_action-verbs,,Twavuze gose,Nous avons beaucoup parlé.,We talked a lot.,action-verbs,,,,,,
krd_002102_proverbs,,Twebwe twijanira n’ibihe kuko ivy’imico ntavyo tuzi.,Nous vivons avec notre époque parce que les cultures ne se connaissent pas.,We live with our times because cultures do not know each other.,proverbs,,,,,,
krd_002103_grammar,,Twihane kugira ngo tuze tuje mw ijuru,Repentons-nous pour pouvoir aller au ciel.,Let us repent so that we may go to heaven.,grammar,,,,,,
krd_002104_proverbs,clips/sound_proverb/prov038.mp3,Ubana na Suneba ugasunebeza nkawe!,Tel père tel fils.,Like father like son.,proverbs,,,,,,
krd_002105_proverbs,clips/sound_proverb/prov010.mp3,Ubana na suneba ugasuneba nka we.,"Lorsque vous restez avec une personne imprudente, vous finissez par devenir insouciant tout comme lui.","When you stay with a careless person, you end up becoming careless just like him.",proverbs,,,,,,
krd_002106_action-verbs,,Ubu Ndashonje.,J'ai faim maintenant.,I'm hungry now.,action-verbs,,,,,,
krd_002107_jokes,,Ubu marisēriná yarāye yîse Umwâna Īngabíre don gift?,"Eh bien, mon amie Martina vient de donner à son enfant Ingabire Don gift, comme nom.","But guess what? Well, my friend Martina just named her kid Ingabire Don Gift.",jokes,,,,,,
krd_002108_proverbs,,Ubugabo burîhābwa.,La vraie valeur d'un homme se mesure à ses actes.,The true worth of a man is measured by his deeds.,proverbs,,,,,,
krd_002109_proverbs,,Ubugabo sí urucúmu.,La vraie virilité ne consiste pas à inspirer la peur aux autres.,True manliness is not about striking fear into others.,proverbs,,,,,,
krd_002110_proverbs,clips/sound_proverb/prov034.mp3,Ubugirirgiri bugira babiri,Une entreprise astucieuse nécessite deux personnes.,An astute undertaking requires two persons.,proverbs,,,,,,
krd_002111_proverbs,,Ubugâbá bw'úmugabo ní bwo búryo bwîwé.,"Dans ses lacunes, un homme trouve ses solutions.","In his shortcomings, a man finds his solutions.",proverbs,,,,,,
krd_002112_proverbs,,Ubugírigíri bugira babiri.,"Dans la jeunesse, les vices communs lient les jeunes cœurs.","In youth, common vices bind young hearts.",proverbs,,,,,,
krd_002113_proverbs,,Ubugúfi sí indwâra.,Être de petite taille n'est pas une maladie.,Being small in size is not a disease.,proverbs,,,,,,
krd_002114_proverbs,,Ubujá gushá buratagata.,Un bon départ est le signe d'un résultat réussi.,A promising beginning is a sign of a successful outcome.,proverbs,,,,,,
krd_002115_jokes,,"Ubukené níbwo butwùúmvīsha Kó gâteau irībwá ku mùúsi w'îsábukurú gusa, nayó ahàándi mu bakiré, ni dessert ya buri mùúsi.","La pauvreté est ce qui nous fait comprendre que le gâteau se mange seulement les jours d'anniversaire, mais pour les riches, c'est juste un dessert quotidien","Poverty is what makes us understand that cake is only eaten on birthdays, but for rich people, it is just a daily dessert.",jokes,,,,,,
krd_002116_proverbs,,Ubukéne ní indwâra ivūrwá igakíra.,"Comme une maladie, la pauvreté peut être traitée et surmontée.","Like an illness, poverty can be treated and overcome.",proverbs,,,,,,
krd_002117_proverbs,,Ubukêye bucāna ayăndi.,"Nouveau jour, nouveaux problèmes.","New day, new troubles.",proverbs,,,,,,
krd_002118_proverbs,,Ubukúru sí bwo bwênge.,La position d'un leader ne détermine pas sa sagesse.,A leader's position doesn't determine their wisdom.,proverbs,,,,,,
krd_002119_proverbs,clips/sound_proverb/prov033.mp3,Ubumwe bugira babiri.,Les gens ont besoin les uns des autres.,People need each other.,proverbs,,,,,,
krd_002120_proverbs,clips/sound_proverb/prov017.mp3,Ubumwe buramota.,La concorde est bénéfique.,Concord is beneficial.,proverbs,,,,,,
krd_002121_grammar,,Ubuntu ni bwo bwabakijije,C'est la grâce qui t'a sauvé,It is grace that saved you,grammar,,,,,,
krd_002122_proverbs,,Ubunyegeri buyāgira kw'īgúfa.,Les meilleures discussions ont lieu autour d'une table bien garnie.,The best discussions take place around a well-filled table.,proverbs,,,,,,
krd_002123_proverbs,,Uburiri ntíbuvuná.,Le repos est la pause qui renouvelle l'esprit.,Rest is the pause that renews the spirit.,proverbs,,,,,,
krd_002124_grammar,,Uburundi cari igihugu cifashe kandi cagutse,Le Burundi était un pays développé et plus vaste,Burundi was a developed and larger country,grammar,,,,,,
krd_002125_proverbs,,Uburundi n'igihugu ciza,Le Burundi est un beau pays.,Burundi is a beautiful country.,proverbs,,,,,,
krd_002126_proverbs,,Uburundi ni igihugu ciza,Le Burundi est un beau pays.,Burundi is a beautiful country.,proverbs,,,,,,
krd_002127_grammar,,Uburyo bw’uyu mwaka ni uburo nyabwo,Le mil cette année est excellent,The millet this year is excellent,grammar,,,,,,
krd_002128_proverbs,,Uburîye umugabo ntíbubēshérwa umwâna.,Il est injuste de punir le jeune pour les fautes de l'aîné.,Injustice is to punish the young for the faults of the elder.,proverbs,,,,,,
krd_002129_proverbs,,Uburŭndi bugona búri mâso.,"Un homme prudent peut dormir avec un œil ouvert, toujours sur ses gardes.","A cautious person may sleep with one eye opened, always on guard.",proverbs,,,,,,
krd_002130_proverbs,,Ubusumano buhāza umutwé.,Ce qui est appris aux autres a plus de valeur.,What's learned to others holds greater value.,proverbs,,,,,,
krd_002131_proverbs,,Ubusâza bunyaga ubugabo.,La vieillesse n'est pas un bon voyageur.,Old age is not a good traveler.,proverbs,,,,,,
krd_002132_proverbs,,Ubusígo buhūmá ntíbubá buníni.,Les choses les plus effrayantes viennent dans de petits paquets.,The most frightening things come in small packages.,proverbs,,,,,,
krd_002133_proverbs,,Ubusúma ntáwe bwěreye.,Le succès basé sur la malhonnêteté n'est jamais durable.,Success built on dishonesty is never enduring.,proverbs,,,,,,
krd_002134_proverbs,,Ubusĭmbi busāngíye amajānja ntíbuhishánya amajāmbo.,Les vices partagés conduisent à des secrets partagés.,Shared vices lead to shared secrets.,proverbs,,,,,,
krd_002135_grammar,,"Ubutumwa buzanira uwizera wese agakiza, uhereye ku Muyuda ukageza ku Mugiriki","L'Évangile apporte le salut à tous ceux qui croient, du Juif au Grec","The gospel brings salvation to every one who believes, from Jew to Greek",grammar,,,,,,
krd_002136_jokes,,"Ubutumwá bw'úmukûnzi wāwe , nûbwó bwōba bwûzuyemwó urukûndo gúte, ntibusūmbá ubwā Paypal","Un message de ton amoureux, aussi beau soit-il avec des mots d'amour, n'est jamais plus qu'une notification PayPal.","A message from your lover, no matter how beautifully it's filled with words of love, is never more than a PayPal notification",jokes,,,,,,
krd_002137_proverbs,,Ubutûnzi bwūbaka urugó bwîbīkiye umuhoro.,Les gens construisent souvent de grandes structures tout en détenant le potentiel pour leur destruction.,People often construct grand structures while holding the potential for their destruction.,proverbs,,,,,,
krd_002138_proverbs,,Ubutό buryāna nk'înzúki.,La jeunesse est une période d'énergie sans limites.,Youth is a time of boundless energy.,proverbs,,,,,,
krd_002139_proverbs,,Ubuzima bufise ibitangaza vyinshi,La vie est pleine de surprises.,Life is full of surprises.,proverbs,,,,,,
krd_002140_proverbs,,Ubuzima bwuzuye ibitangaza.,La vie est pleine de surprises.,Life is full of surprises.,proverbs,,,,,,
krd_002141_proverbs,,Ubuzima ni bwiza,La vie est belle,Life is beautiful,proverbs,,,,,,
krd_002142_proverbs,,Ubuzima ni bwiza cane ku gwego rwo hejuru.,La vie est extremement magnifique.,Life is extremely magnificent.,proverbs,,,,,,
krd_002143_grammar,,Ubwa mbere na mbere Jambo yariho,au tout début était la Parole,very beginning was the Word,grammar,,,,,,
krd_002144_proverbs,clips/sound_proverb/prov041.mp3,Ubwenge burarahurwa,Les connaissances proviennent de différents échanges d'expériences.,Knowledge comes from different experience exchanges.,proverbs,,,,,,
krd_002145_grammar,,"Ubwiwe aribubereke inzu nini yo hejuru, isezeye, iteguritse","Lui-même vous montrera une grande chambre haute, aménagée et préparée","He himself will show you a large upper room, fixed up and made ready",grammar,,,,,,
krd_002146_proverbs,,Ubwizigirwa buragoye,La confiance est difficile à gagner.,Trust is hard to earn.,proverbs,,,,,,
krd_002147_jokes,,Ubwo kw'īsí hōba hárihó abāntu babēshá gusūmba abatáyēri bó mu Burùúndi ?,Y a-t-il quelqu'un sur terre qui ment plus que les couturiers du Burundi ?,Is there anyone on earth who lies more than the tailors in Burundi?,jokes,,,,,,
krd_002148_proverbs,,Ubwâto bwītângiye bukira umuyaga.,Le premier navire à naviguer est le premier à échapper à la tempête.,The first ship to sail is the first to escape the storm.,proverbs,,,,,,
krd_002149_proverbs,,Ubwênge bukwănse buseruka ushâje.,La vieillesse est la forge où les compétences sont trempées.,Old age is the forge where skills are tempered.,proverbs,,,,,,
krd_002150_proverbs,,Ubwênge bukwănse būza mū nyuma.,La sagesse qui ne vous est pas destinée se révèle généralement en temps voulu.,Wisdom not meant for you usually reveals itself in due time.,proverbs,,,,,,
krd_002151_proverbs,,Ubwênge burarahurwa.,Un homme sage apprend des expériences des autres.,A wise man learns from others' experiences.,proverbs,,,,,,
krd_002152_proverbs,,Ubwênge buva i muhana.,Les racines de la sagesse se trouvent au sein de la famille.,The roots of wisdom lie within the family.,proverbs,,,,,,
krd_002153_proverbs,,Ubwênge bw'índa ní ukuryá ukîhorera.,Une vie contente est mieux gardée près du cœur.,A contented life is best kept close to the heart.,proverbs,,,,,,
krd_002154_proverbs,,Ubwênge bw'ŭmwe ní isáho itobótse.,"Une opinion est comme une seule feuille, mais la sagesse vient d'un arbre entier.","One opinion is like a single leaf, but wisdom comes from a whole tree.",proverbs,,,,,,
krd_002155_proverbs,,Ubwîzá buca mu kanwa.,La véritable beauté réside dans la saveur ressentie.,The real beauty lies in the flavor experienced.,proverbs,,,,,,
krd_002156_proverbs,,Ubwîzá bugukŭnze buja ku mutíma.,La véritable beauté émane des profondeurs du cœur.,Genuine beauty emanates from the depths of the heart.,proverbs,,,,,,
krd_002157_proverbs,,Ubwîzá bukwănse buja ahó batabubóna.,"Comme un joyau caché, la beauté précieuse peut être dissimulée au monde.","Like a hidden gem, precious beauty may be concealed from the world.",proverbs,,,,,,
krd_002158_proverbs,,Ubwîzá bw'înká ní kubá imwé.,La vraie beauté réside dans l'unicité.,rue beauty lies in being one of a kind.,proverbs,,,,,,
krd_002159_proverbs,,Ubwîzá ntíburībwá.,"La beauté s'estompe, mais les vertus du cœur perdurent.","Beauty fades, but the virtues of the heart endure.",proverbs,,,,,,
krd_002160_proverbs,,Ubwīriza uwuryá ngo urānsaba.,"Demandez à une personne ayant un bien précieux de faire quelque chose, et elle pourrait penser que vous essayez d'obtenir une partie de ce qu'elle a.","Ask a person with a prized possession to do something, and they may think you are trying to get a portion of what they have.",proverbs,,,,,,
krd_002161_proverbs,,Ubîka inzigo ntúzigáma irêmbo.,"Si vous gardez la haine dans votre cœur, vous ne pourrez jamais remplir votre devoir.","If you keep hate in your heart, you will never be able to fulfill your duty.",proverbs,,,,,,
krd_002162_proverbs,,Ubúmwe butarího butēranywa n'ínyama.,"Dans une maison divisée, même un petit problème peut déclencher un incendie.","In a divided house, even a small issue can spark a fire.",proverbs,,,,,,
krd_002163_proverbs,,Ubúsya uwŭndi burôroha.,Les défis d'un autre semblent souvent simples quand ils ne sont pas les vôtres.,The challenges of another often appear simple when they're not your own.,proverbs,,,,,,
krd_002164_proverbs,,Ubúsābúsa buruta ubúsa.,Avoir quelque chose de petit est mieux que de ne rien avoir du tout.,Having something small is better than having nothing at all.,proverbs,,,,,,
krd_002165_proverbs,clips/sound_proverb/prov010.mp3,Ubāna na Súnēbá ugasunēba nka wé.,"Lorsque vous restez avec une personne imprudente, vous finissez par devenir insouciant tout comme lui.","When you stay with a careless person, you end up becoming careless just like him.",proverbs,,,,,,
krd_002166_proverbs,,Ubītsa sōbukwé ukaba ukôye.,"Même sans intention, donner de l'argent à votre beau-père peut être perçu comme une dot.","Even without intent, handing money to your father-in-law can be seen as dowry-like.",proverbs,,,,,,
krd_002167_proverbs,,Ubūntu burîhābwa.,Vous détenez le pouvoir de vous donner honneur et respect.,You hold the power to give yourself honor and respect.,proverbs,,,,,,
krd_002168_proverbs,,Ubūntu ní umūntu.,L'humanité est le fondement de la véritable nature humaine.,Humanity is the foundation of real human nature.,proverbs,,,,,,
krd_002169_proverbs,,Uca mw'īshāmba utāzí ugaca inkoni utāzí.,"Dans une forêt étrange, couper une branche inconnue peut conduire à des résultats imprévus.","In a strange forest, cutting an unfamiliar branch can lead to unforeseen outcomes.",proverbs,,,,,,
krd_002170_grammar,,Udafise azokwakwa ni ico yari asanzwe afise,Celui qui ne l'a pas lui aura enlevé même ce qu'il avait déjà,He who has not will have taken from him even that which he already had,grammar,,,,,,
krd_002171_jokes,,"Uduháganyuzo duhera níngoga, nza nûmva umukózi ambwīye ati :"" Jēwé nāma nâkubwîye kó uwo muyàáya yōnôna.","Les cure-dents se terminent très rapidement. Ensuite, l'un de mes employés m'a dit : 'Je t'ai déjà dit plusieurs fois que c'est de la faute de cette femme employée."," The toothpicks finish very quickly. Then, one of my workers told me: 'I have already told you many times that it's the fault of that female worker.",jokes,,,,,,
krd_002172_grammar,,"Ufise amapfundo abiri, rimwe n’arihe ūtarifise","Celui qui a deux tuniques, qu'il en donne une à celui qui n'en a pas. »","He who has two coats, let him give one to him who has none”",grammar,,,,,,
krd_002173_general,,Ufise uburebure bungana gute?,Quelle taille faites-vous?,What size are you?,general,,,,,,
krd_002174_proverbs,,Ufōra cāne ukavuna umuheto.,"Ne tendez pas trop l'arc, ou il cassera.","Don't draw the bow too tight, or it will snap.",proverbs,,,,,,
krd_002175_proverbs,,Ugaya ahó ubá rikarēnga arího urí.,Celui qui méprise son propre foyer errera sans repos.,He who despises his own hearth will wander without rest.,proverbs,,,,,,
krd_002176_proverbs,,Ugaya ubw'îfûni ukarâra umwâka.,De grandes pertes peuvent résulter de la négligence de petites choses.,Big losses can result from the neglect of small matters.,proverbs,,,,,,
krd_002177_general,,Ugire indoto nziza,Fais de beaux rêves.,Sweet dreams.,general,,,,,,
krd_002178_proverbs,,Ugona mw'īrima ikivi kikaba kírāye.,Ceux qui dorment pendant que les autres travaillent se réveilleront les mains vides.,Those who sleep while others toil will wake to empty hands.,proverbs,,,,,,
krd_002179_proverbs,,Uguhingura ivyakoreshejwe birakomeye,Recycler est important.,Recycling is important.,proverbs,,,,,,
krd_002180_proverbs,,Uguhūnga ní uguhumāna.,Celui qui fuit la bataille sera traité de lâche.,He who runs away from the battle will be called a coward.,proverbs,,,,,,
krd_002181_proverbs,,Ugutsîtāra ní kwo kwīgirwa imbere.,L'échec est le meilleur moyen d'avancer.,Failure is the best way to go forward.,proverbs,,,,,,
krd_002182_proverbs,,Ugutâmbuka ní ko kugēnda.,"Commencer à marcher, c'est le début du voyage.",Starting to walk is the beginning of the journey.,proverbs,,,,,,
krd_002183_proverbs,,Ugutânga ní ugutânguza.,Faire une différence dans la société commence par initier des innovations précieuses.,Making a difference in society begins by initiating valuable innovations.,proverbs,,,,,,
krd_002184_jokes,,"Ugîye mu rubàánza bwó mu kibâno, ugaca usânga uwushóna ibirāto yaje yâmbaye ikirāto cāwe, wōvyīfatamwó gúte ?","Si tu vas à une fête du quartier et que tu découvres que le cordonnier local est venu à la fête avec tes chaussures, que ferais-tu ?","If you go to a neighborhood party and discover that the local cobbler came to the party wearing your shoes, what would you do?",jokes,,,,,,
krd_002185_proverbs,,Ugēnda utábazá ugasāza utámenyé.,Ceux qui ne remettent jamais rien en question restent ignorants en vieillissant.,Those who never question remain ignorant as they age.,proverbs,,,,,,
krd_002186_proverbs,,Ugēndera mu makānda y'ínzovu ugakira urume.,"Suivez les pas de l'éléphant, et vos pieds resteront au sec.","Follow the elephant's steps, and your feet will stay dry.",proverbs,,,,,,
krd_002187_proverbs,,Uheza guhemuka ibigôri bikêra.,"Quand tu trahis les autres, ils peuvent réussir, et tu peux regretter.","When you betray others, they may find success, and you may find regret.",proverbs,,,,,,
krd_002188_proverbs,,Uhisha ubwări nyoko ntíwāráma.,"Quand les temps étaient simples, ils refusaient l'aide, en difficulté, ils appellent à l'aide.","When times were simple, they turned away assistance, in trouble, they call for help.",proverbs,,,,,,
krd_002189_proverbs,,Uhishīra umurozi akakumarira abâna.,Couvrir les méfaits des méchants leur permet de semer des graines de problèmes pour vos enfants.,Covering the misdeeds of the wicked allows them to sow seeds of trouble for your children.,proverbs,,,,,,
krd_002190_language,,Ukibaza uti ico kiganiro kiri mu rurimi uruhe?,Vous vous demandez dans quelle langue l'émission est diffusée ?,Wondering what language the show is broadcast in?,language,,,,,,
krd_002191_proverbs,,Ukira umukêbá ntúkirá icó avyāyé.,"La chute de l'ennemi peut survenir, mais sa lignée perdure.","The foe's demise may come, but his lineage endures.",proverbs,,,,,,
krd_002192_grammar,,"Uko nsenga kwose, ndagusabira","Chaque fois que je prie, je prie pour vous.","Whenever I pray, I pray for you.",grammar,,,,,,
krd_002193_grammar,,"Uko umwaka utashe, abavyeyi biwe baja i Yerusalemu","Chaque année, ses parents allaient à Jérusalem",Each year his parents went to Jerusalem,grammar,,,,,,
krd_002194_general,,Ukora akahe kazi ?,Quel est votre travail?,What is your job?,general,,,,,,
krd_002195_proverbs,,Ukora icîzá ukagisānga imbere.,"En aidant les autres aujourd'hui, vous construisez un pont de soutien pour demain.","By helping others today, you build a bridge of support for tomorrow.",proverbs,,,,,,
krd_002196_proverbs,,Ukora inâbí ikagúherekeza.,Les mauvaises actions vous rattrapent toujours.,Bad actions always catch up with you.,proverbs,,,,,,
krd_002197_proverbs,,Ukubáza gutēra ukumenya.,Demander mène à savoir.,Asking leads to knowing.,proverbs,,,,,,
krd_002198_proverbs,,Ukubóko kumwé kurîyaga ntíkwīmára ubúryi.,Deux mains valent mieux qu'une pour accomplir une tâche.,Two hands are better than one in accomplishing a task.,proverbs,,,,,,
krd_002199_proverbs,,Ukudacerwa birahambaye.,La ponctualité est importante.,Punctuality is important.,proverbs,,,,,,
krd_002200_grammar,,Ukunda uwundi aba ashikije ivyagezwe,Celui qui aime un autre a accompli les commandements,He who loves another has fulfilled the commandments,grammar,,,,,,
krd_002201_grammar,,"Ukunze, woshobora kumpumanura","Si tu le veux, tu peux me purifier.","If you wantto, you could cleanse me.",grammar,,,,,,
krd_002202_proverbs,clips/sound_proverb/prov037.mp3,Ukura utabaza ugasaza utamenye.,"Quand on ne pose pas de questions en grandissant, on devient vieux tout en restant ignorant.","When you don’t ask questions while growing up, you become old while still ignorant.",proverbs,,,,,,
krd_002203_proverbs,clips/sound_proverb/prov031.mp3,Ukuri guca mu ziko ntigusha.,La vérité passe par le feu et ne brûle pas.,The truth passes through fire and does not burn.,proverbs,,,,,,
krd_002204_proverbs,,Ukurima ntíkubuzá ukurimārima.,Cultiver sa propre nourriture ne vous empêche pas de chercher de l'aide auprès des autres en cas de faim.,Growing your own sustenance doesn't bar you from seeking help from others when hunger strikes.,proverbs,,,,,,
krd_002205_proverbs,,Ukurimira mū ndâré ní ukuzīnduka.,"Comme un agriculteur prépare le sol en jachère avant de planter, on devrait commencer sa tâche tôt pour réussir.","As a farmer tends to fallow soil ahead of planting, one should start their task early to achieve success.",proverbs,,,,,,
krd_002206_proverbs,,Ukuvúga ntígukūrá akănka.,On ne peut pas défaire ce qui est fait.,You can't unring a bell.,proverbs,,,,,,
krd_002207_general,,Ukwabirana kw’abafise igitsina kimwe birabujijwe.,Le mariage homosexuel est interdit.,Same-sex marriage is prohibited.,general,,,,,,
krd_002208_proverbs,,Ukwabirana niyo nkingi nyayo yemewe n’amategeko,Faire le mariage est le vrai pilier approuvé par la loi,Marriage is the true pillar approved by law,proverbs,,,,,,
krd_002209_proverbs,,Ukwezi kwa gatanu ni Rusama,Le cinquième mois est Mai,The fifth month is May,proverbs,,,,,,
krd_002210_proverbs,,"Ukwezi kwa gatatu ni Ntwarante, Ukwezi kw’icenda ni Nyakanga.","Le troisième mois est mars, le neuvième mois est juillet.","The third month is March, the ninth month is July.",proverbs,,,,,,
krd_002211_vocabulary,,Ukwezi kwa mbere ni Nzero,Le premier mois est Janvier,The first month is January,vocabulary,,,,,,
krd_002212_proverbs,,Ukwezi kw’icumi na rimwe ni Munyonyo,"Le onzième mois, c'est novembre",The eleventh month is November,proverbs,,,,,,
krd_002213_proverbs,,Ukwezi kw’indwi ni Mukakaro,Le septième mois est Juillet,The seventh month is July,proverbs,,,,,,
krd_002214_proverbs,,Ukwezi kw’umunani ni Myandagaro,Le huitième mois est Août,The eighth month is August,proverbs,,,,,,
krd_002215_grammar,,Ukwiye gukomeza kubikora nk’uko bisanzwe,Vous devez continuer à le faire comme avant,You must continue to do it as it has been,grammar,,,,,,
krd_002216_idioms,,Ukwizera nirwo rugero rwiza,L'honnêteté est toujours la meilleure politique.,Honesty is always the best policy.,idioms,,,,,,
krd_002217_proverbs,,Ukwîruka sí ko gushika amahóro.,Courir avec hâte ne garantit pas une arrivée en sécurité.,Running with haste doesn't guarantee a safe arrival.,proverbs,,,,,,
krd_002218_jokes,,"Ukíri umuyabaga, aba màáma uza wûmva: Sínzōsúbīre kubóna ubwo buhùúngu bukwìíruka inyuma.","Quand tu es encore une jeune fille, ta maman prévient : Je ne veux pas voir ces garçons courir après toi.
","When you're just a young girl, your mom warns: I don't want to see those boys  running after you.
",jokes,,,,,,
krd_002219_proverbs,,Ukó imvúra ikuvyé sí ko itwārá.,Chaque nuage sombre n'apporte pas de problèmes à tout le monde.,Not every dark cloud brings trouble to everyone.,proverbs,,,,,,
krd_002220_proverbs,,Ukó yēzé ní ko atemwá.,Traitez les autres comme ils se traitent eux-mêmes.,Treat others as they treat themselves.,proverbs,,,,,,
krd_002221_proverbs,,Ukó yēzé sí ko atemwá.,"Quand quelque chose est déjà préparé et prêt, il n'y a pas besoin de se précipiter ou de s'inquiéter car il sera disponible et accessible au bon moment.","When something is already prepared and ready, there is no need to rush or worry about it because it will be available and accessible when the right time comes.",proverbs,,,,,,
krd_002222_proverbs,,Ukó zivugíjwe ní ko zitāmbwá.,"Le commandement d'un leader, qu'il soit juste ou faux, ne devrait pas être remis en question.","A leader's command, be it right or wrong, should not be questioned.",proverbs,,,,,,
krd_002223_proverbs,,Ukúri kurazirwa.,Dire la vérité peut créer des remous.,Telling the truth may cause waves.,proverbs,,,,,,
krd_002224_proverbs,,Ukúri ntíkuvugá uwukúze kuvuga uwukûzi.,"Celui qui dit la vérité est défini par la connaissance, non par les cheveux gris.","The speaker of truth is defined by knwoledge, not by gray hair.",proverbs,,,,,,
krd_002225_jokes,,"Ukūntu mbá mfíse umutíma mwīzá iyó mfisé Amaherá , dúhūye ntáyafíse, uzônyigírwe kure kukó mba ndí uwùúndi mūntu","Quand mon portefeuille est bien garni, je suis l'âme la plus sympathique. Mais attention, quand il est au régime, m'approcher pourrait te faire découvrir mon autre moi.","When my wallet is chubby, I'm the friendliest soul around. But beware, when it's on a diet, approaching me might introduce you to another me.",jokes,,,,,,
krd_002226_proverbs,,Umanika agatu wîcaye mu kukamanura ugaháguruka.,Une petite fissure peut briser le plus grand miroir.,A tiny crack can shatter the grandest mirror.,proverbs,,,,,,
krd_002227_grammar,,"Umaze gukora ivyo, tangura gutegura indya","Lorsque vous avez terminé, commencez à préparer la nourriture.","When you have finished doing that, begin to prepare food.",grammar,,,,,,
krd_002228_grammar,,Umbwire ivya Matayo,Parle-moi de Matthieu,Tell me about Matthew,grammar,,,,,,
krd_002229_grammar,,Umbwire ivyo kugenda mu gikorane,Parle-moi d'aller à la réunion,Tell me about going to the meeting,grammar,,,,,,
krd_002230_grammar,,Umubindi uvomyemwo amazi,un pot à eau dans lequel l'eau est transportée,a water-pot in which water is carried,grammar,,,,,,
krd_002231_grammar,,Umubonye umubwire ko twashitse,"Quand tu le verras, dis-lui que nous sommes arrivés",When you see him tell him we have arrived,grammar,,,,,,
krd_002232_grammar,,Umubwire ngo azoze ejo,Dis-lui qu'il doit venir demain.,Tell him that he’s to come tomorrow.,grammar,,,,,,
krd_002233_jokes,,Umubânyi namútīye ipàási aca ambwīra ngo njé kugorōrera iwîwé kubêra kó ipàási yîwé atayitânga.,"Un jour, j'ai demandé à mon voisin de me prêter son fer à repasser, et il a insisté pour que j'aille repasser les vêtements chez lui car il ne laisse pas son fer à repasser sortir de chez lui. ","One day, I asked my neighbor to borrow his iron, and he insisted I go iron the clothes at his place because he doesn't let his iron leave his house.",jokes,,,,,,
krd_002234_proverbs,,Umubûranyi arahava icăbona kikahagwa.,"En l'absence de l'accusateur, le témoin est en danger.","In the absence of the accuser, the witness is at risk.",proverbs,,,,,,
krd_002235_proverbs,,Umubĭndi ushira uvyîmvye.,"Silencieusement, l'érosion interne affaiblit même les plus puissants, imperceptible aux autres.","Quietly, internal erosion weakens even the mightiest, imperceptible to others.",proverbs,,,,,,
krd_002236_action-verbs,,Umucanwa ugira uhere.,La batterie est faible.,The battery is low.,action-verbs,,,,,,
