File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Sahwānyá ní ijāmbo rihwānyá amajāmbo asāngíye ubwôko cânké ingīngo zibiri mu ryŭngāne,,,general,Sahwanya est un mot qui contredit les mots qui partagent le même type ou le même sujet.,,,,,,12,85
,"Sahwānyá y’ámadĭdāne: yērekana yûkó bakēkéreza, atā nyíshu itōmôye bashobóra gutânga",,,general,"Un exemple d'amadane : cela montre qu'ils réfléchissent, sans résultat précis qu'ils peuvent donner",,,,,,10,84
,Sakirimikibi yatanze umurozi gupfa.,,,proverbs,Les méchants ont envoyé la sorcière mourir.,,,,,,4,35
,Sanzabihore yasangiye n'abagenzi.,,,proverbs,Sanzabihore partagé avec des amis.,,,,,,3,33
,"Se wa Sahabo yaguze umubindi w’ubuki, awushira ku rusenge. Sahabo na we mu kubukunda yarusha isazi.",,,general,Le père de Sahaba a acheté un pot de miel et l'a posé sur le toit. Son compagnon l'aimait aussi plus qu'une mouche.,,,,,,16,99
,Sentare nkuru y’Ubutungane niyo ifise ububasha bwo guca imanza z’icaha co guhemuka.,,,general,La Cour suprême de justice a le pouvoir de juger les cas de trahison.,,,,,,12,83
,Sentare yubahiriza Ibwirizwa shingiro irahanuzwa kuri izo ngingo.,,,general,Le respect de la Constitution repose sur ces dispositions.,,,,,,8,65
,Sentare yubahiriza Ibwirizwa shingiro ni yo yemeza ko igihugu kitagifise Umukuru waco.,,,general,Le Sénat qui respecte la Constitution est celui qui veille à ce que le pays n'ait pas son propre président.,,,,,,12,86
,"Si agaseseshwarumuri, urwaruka rw’ubu rurahanzwe n’ugukenera kuvuga Ikirundi rutarinze kuvanga n’indimi mvamahanga.",,,general,"Ce n'est pas surprenant, les jeunes d'aujourd'hui sont confrontés à la nécessité de parler l'ourdou sans le mélanger avec des langues étrangères.",,,,,,12,115
,"Si n’ivyo gusa,emera ni je mbagaba, ibibatunga vyose bica iwanje. Newengetereye ntaco mworonka.»",,,general,"Non seulement, croyez que c'est moi qui le suis, et tout en ma présence. La Nouveauté vous n'avez rien à trouver.>>>",,,,,,13,96
,"Si uwo ari we wese yorasa, vyokora uwuzi gutumbereza neza.",,,general,"Personne ne tirerait, mais quiconque pourrait s’améliorer le ferait.",,,,,,10,58
,"Si wewe useruka, bagatora amahiri. Imbeba ica irigira, isiga ya mbwa itamariwe.",,,general,"Vous n'êtes pas le premier, ils voteront pour vous. La souris est morte et le chien est resté seul.",,,,,,12,79
,"Sibomana ati:« Ukuvuga ko umwigeme ari uwo kuguma mu kigo, biri mu vyo gusezera, biri mu mico ihonyanga agateka kiwe",,,general,"Sibomana a déclaré : << Dire que c'est une femme qui doit rester dans l'institution, cela fait partie du fait de dire au revoir, cela fait partie de la culture qui détruit sa dignité.",,,,,,20,116
,"Sibomana umuhanuzi mukuru ntayegayezwa wa komine Buganda agira ati:« Ukuba urwaruka rutahura ukutari ko ibijanye n’imico, biva ku kuntu batigeze babirwa bakiri bato",,,general,"Sibomana, le grand prophète du Buganda, dit : << Si les jeunes comprennent qu'il ne s'agit pas de culture, cela vient du fait qu'on ne leur a pas enseigné lorsqu'ils étaient jeunes.",,,,,,23,164
,Sindabishaka w'umugore ashakira indaro iwabo.,,,proverbs,Je ne veux pas d'une femme qui cherche un foyer.,,,,,,5,45
,Sindya aka aba yariye akandi.,,,proverbs,Sindya en a mangé un autre.,,,,,,5,29
,Sindya aka ahinyuzwa n'umusase.,,,proverbs,Sindya alias est passée par une épée.,,,,,,4,31
,"Singorana, bangaburira ibiti n’ivyatsi vyumye ; n’ibibisi mpora ncishako, ariko ngakara, uwumfyinyeko, ndamubabura.",,,general,"Je suis dérangé, je nourris les arbres et l'herbe ; Je suis malade, mais c'est pire pour moi, et celui qui me trouve, lui aussi.",,,,,,13,115
,Sinirirwa ndamwiririza ngo ndamwanika ku zuba. Indimu : Ewe mucungwe urishima. Twohaya ubwiza,,,general,"Je pleure et je pleure au soleil. Citron : Ô orange, tu es heureuse. Nous nous soucions de la beauté",,,,,,13,93
,"Sinsiba kwumva bavuga ngo «Umugabo ni umutwe w’urugo, ngo umugore nawe akaba umutima.»",,,general,"Je n'ai pas encore entendu dire : « L'homme est le chef d'une famille, et la femme est aussi le cœur de la femme ».",,,,,,13,86
,Sinzi ico Mumpora.Umve ivyo umfwangagurako. None abana banje nasize ahobari hehe?,,,general,Je ne sais pas ce que maman. Observez ce que vous craquez. Où sont partis mes enfants là-bas ?,,,,,,11,81
,"Sinzi ingene nabonye aho ifuku iriko iratimbikira, ndasoboka, ndahakubita isuka ;",,,general,"Je ne sais pas comment j'ai vu la manche qui se balançait, j'avais supplié, j'avais massacré ;",,,,,,11,81
,"Sinzi ko akaririmbo ""Ya nyoni yanje"" ubu koba kakiririmbwa n’abana.",,,general,Je ne sais pas si la chanson « Mon oiseau » est encore chantée par les enfants.,,,,,,10,67
,"Sokuru ati: “uta akaranga, ukaba utaye akabanga.”",,,general,Grand-père a dit : « donne le signe et tu as abandonné le secret. »,,,,,,7,49
,Soma kandi : Hariho ibintu imico yacu idutegeka bidukandamiza kandi ugasanga ishigikirwa n’abo bakenyezi nyene ikandamiza.,,,general,A lire aussi : Il y a des choses que notre culture nous dicte et nous opprime et vous constatez qu'elle est soutenue par ces femmes qui nous oppriment.,,,,,,16,122
,Tubiri tuvurana ubupfu.,,,proverbs,Nous parlons de bêtise.,,,,,,3,23
,"Tugafata ijambo ryiza ry’Ikirundi ryokora mu kibanza kanaka, ariko ugasanga turisubirije n’irindi rivuye mu ndimi mvamahanga.",,,general,"Nous prenons un bon mot ourdou qui fonctionne à un certain endroit, mais nous constatons que nous le remplaçons par un autre mot issu de langues étrangères.",,,,,,16,125
,"Tugereranije, dusanga hafi ica kabiri c’abarundi bafise munsi y’imyaka 15, ibice bingana mirongo icenda kw'ijana (90%) babeshwaho n’uburimyi",,,general,"En comparaison, on constate que près de la moitié des Burundais ont moins de 15 ans, quatre-vingt-dix pour cent (90%) dépendent de l'agriculture.",,,,,,18,140
,"Tuje gufungura, mama araduhamagaye. Reka gukina, ingo tugende turirukanga i muhira.",,,general,"Quand nous sommes venus ouvrir, ma mère nous a appelés. Arrête de jouer, rentrons à la maison.",,,,,,11,83
,"Tuje kuduza ibendera .Ciza, ingo twihute, ntiducererwe. Urazi ingene umuyobozi wacu akara !",,,general,"Nous venons apporter le drapeau. Eh bien, dépêche-toi, ne sois pas en retard. Vous savez comment vit notre chef !",,,,,,13,91
,"Tunguhore, umwigisha muri kaminuza akaba n’umutohoji ku rurimi rw’Ikirundi arabidutomorera",,,general,"Tunguhore, professeur d'université et professeur de langue kurde, nous l'explique",,,,,,10,90
,"Turakwiye gutandukanya imvugo tuvuga mu buzima busanzwe twiherereye kumwe n’abagenzi, n’imvugo ivugirwa ahisoneye.",,,general,Nous devons faire la distinction entre la langue que nous parlons en privé avec des amis et la langue parlée en privé.,,,,,,13,114
,"Turayakenera mu guteka, mu kumesura no mu kugirira isuku aho tuba. Bana,",,,general,"Nous en avons besoin pour cuisiner, laver et nettoyer. enfants,",,,,,,12,72
,Turi batatu:badatana mu ndagano. Dusangira akabisi n’agahiye.,,,general,Nous sommes trois : ils ne font pas de vœu. Nous partageons une situation difficile.,,,,,,7,61
,"Turi intataramurwa, kanatsinda turi abagumyabanga. Iyo tubuze akazi ntitwishongora. Ukuvuga ico twumvise vyo ni umugani.",,,general,"Nous ne sommes pas ouverts et nous sommes très secrets. Quand on perd un emploi, on ne pleure pas. Dire ce que nous avons entendu est un mythe.",,,,,,15,120
,"Tuza turirukanga, twinyegeza mu mubi yayo. Ka kagaba karazwiragira, karabura icoza kugatabara.",,,general,"Nous nous enfuirons et nous entrerons dans son mal. Si c'est un problème, c'est noir sur blanc.",,,,,,12,94
,"Twaciye tubandanya tuyaga, ndetse mu kunzimurura aranamperekeza.",,,general,Nous avons continué à danser et il m'a même accompagné.,,,,,,7,64
,"Twaciye twiruka kumugwa mu nda, mama na we amufata ku bitugu, eka bararamukanya umwanya utari muto ;",,,general,"Nous avons couru vers lui et sommes tombés sur le ventre, ma mère l'a également tenu par les épaules, et ils l'ont tenu longtemps ;",,,,,,17,100
,"Twahisemwo kwegera Estime Kazoviyo, umwigisha muri kaminuza, ngo abituyagire.",,,general,"Nous avons décidé de nous rapprocher d'Estimé Kazovio, maître de conférences à l'université, pour nous aider.",,,,,,9,77
,"Twaraciye ku mayange ibibamgamiye ururimi rw'Ikirundi, icokorwa kugira rutere imbere, n’abokora kugira ruhabwe ikibanza kirubereye.",,,general,"Nous avons discuté des menaces qui pèsent sur la langue ourdou, de ce qu'il faut faire pour la développer et de ce qu'il faut faire pour lui donner la place qu'elle mérite.",,,,,,15,131
,"Twebwe ba samuragwa b’iyo ntahe, turiko dukora iki ngo ntiduhemukire kimwe mu vyabijije akuya sokuru.",,,general,"En tant qu'héritiers du témoignage, nous faisons cela pour trahir l'un de nos grand-père.",,,,,,15,101
,"Twebwe tuhibera, turahiriwe. Kanatsinda duhagarikiwe n’umugabo w’ingingo.",,,general,Nous sommes bénis. Kanatsinda est arrêté par l'homme de l'article.,,,,,,7,73
,"Twemeje akamaro, mu migenderanire n’amakungu, uburenganzira bwa benegihugu bwo kwishira bakizana mu kwikukira.",,,general,"Nous avons reconnu l'importance, dans les relations avec les nations, du droit des citoyens à l'autodétermination.",,,,,,13,110
,Twemeje ishaka rikomeye ryo kuvanaho ibituma bikomeye biguma vyisubiriza vy’ubugizi bwa nabi bufatiye ku moko na politike y’ihonyabwoko.,,,general,Nous avons affirmé notre ferme volonté d’éliminer les principales causes de la violence raciale et ethnique récurrente et du terrorisme politique.,,,,,,18,136
,Twemeje ku mugaragaro iri bwirizwa nshingiro ariryo tegeko rikuru rya republika y’uburundi.,,,general,Nous avons officiellement approuvé cette constitution qui est la loi principale de la République du Burundi.,,,,,,12,91
,Twihweje akamaro ko kugarukana intwaro rusangi n’igihugu cisunga amategeko.,,,general,Nous sommes conscients de l’importance du retour du Commonwealth et de l’État de droit.,,,,,,9,75
,Twihweje ingene dukunda amahoro n’ubutungane kuri bose ; Dushize ku mutima akamaro gakomeye ko guteza imbere igihugu cacu.,,,general,Nous sommes conscients de notre amour de la paix et de la justice pour tous ; Nous prenons à cœur la grande importance du développement de notre pays.,,,,,,18,122
,"Twihweje ko imigenderanire y’ibihugu itegerezwa kurangwa n’amahoro, n’ubugenzi, n’ugufashanya hisunzwe amasezerano.",,,general,"Nous pensons que les relations entre les pays doivent être caractérisées par la paix, l'amitié et l'assistance mutuelle fondées sur des accords.",,,,,,11,115
,"Twihweje ko kugira ivyo vyose bishikweko, ingingo shingiro n’iz’amategeko zikurikira zitegerezwa kubahirizwa.",,,general,"Nous pensons que pour que tout cela soit possible, les dispositions fondamentales et légales suivantes doivent être respectées.",,,,,,12,109
,Twihweje ko twiyemeje gupfumbatira ubumwe bw’Afrika hisunzwe Itegeko rishinga ishirahamwe ry’ubumwe bw’Afrika ryo ku wa 25 Rusama 2002.,,,general,Nous nous engageons à soutenir l'Union africaine conformément à la Constitution de l'Union africaine du 25 février 2002.,,,,,,18,135
,Twiyemeje gushiraho ingendo ya politike n’intwaro bifatiye kungene igihugu cacu kimeze kandi bifatiye ku butungane.,,,general,Nous sommes déterminés à créer un mouvement politique et armé basé sur l’état de notre pays et basé sur la justice.,,,,,,15,115
,Twiyemeje kwubahiriza agateka ka zina muntu nk’uko biri mu mategeko mpuzamakungu y’agateka ka zina muntu yo kuwa 10 Kigarama 1948.,,,general,Nous nous engageons à respecter le droit de l'être humain tel qu'il est inscrit dans le droit international de la convention des droits de l'homme du 10 décembre 1948.,,,,,,20,130
,UMUKURU W’IGIHUGU Ingingo ya 95 Umukuru wa Republika akaba Umukuru w’igihugu niwe fatiro ry’ubumwe bw’abarundi.,,,general,LE CHEF DU NATIONAL Article 95 Le Chef de la République et le Chef de l'Etat constituent la base de l'unité du Burundi.,,,,,,15,111
,"Ubona ko igitigiri c’abantu bize, bazi kuvuga neza indimi mvamahanga atari nabo benshi cane",,,general,"Vous voyez que le nombre de personnes instruites, qui savent bien parler des langues étrangères, n'est pas trop élevé.",,,,,,14,91
,"Ubona ko nari nsanzwe nkunda Ikirundi, narabandanije kugeza aho ndangiza ivyigwa.",,,general,"Vous pensez que j'étais déjà en Kirundi, j'ai continué jusqu'à avoir fini mon cours.",,,,,,11,81
,Ubu Uburundi buriko buranaganaga kuva aho hasinyiwe amasezerano hagati y'imigwi yahora irwanya ubutegetsi hamwe n'igisoda ca reta,,,general,Le Burundi souffre désormais de la signature d'un accord entre les groupes qui se sont toujours opposés au régime et au gouvernement.,,,,,,17,129
,"Ubu ho data ibiharawe, basigaye bavanga Ikirundi n’Icongereza.",,,general,"Maintenant que je fais les choses, ils se retrouvent à mélanger l'ourdou et l'anglais.",,,,,,8,62
,"Ubu ni heza cane n’abakuru bacu baranezerewe, baranadusaba kuzoguma uko mu kugirira isuku aho tuvoma.",,,general,"C'est maintenant très bien avec nos chefs qui sont contents, nous demandant de rester tant cela a sanctifié là où nous dessinons.",,,,,,15,101
,Ubugaba bw'umugabo nibwo buryo bwiwe.,,,proverbs,La domination d'un homme est sa voie.,,,,,,5,37
,Ubugabo si urucumu.,,,proverbs,La virilité n'est pas une lance.,,,,,,3,19
,Ubugenegene burya uwabugenewe.,,,proverbs,C'est à cela que tu es destiné.,,,,,,3,30
,"Ubugira kabiri, ibihugu bitunganya inyigisho mu ndimi zavyo, ni ibihugu rutura mu butunzi kw’isi, kandi indimi zavyo zisanzwe zivugwa n’abantu benshi kw’isi.",,,general,"Deuxièmement, les pays qui organisent l'éducation dans leurs propres langues sont les pays qui vivent dans la richesse mondiale, et leurs langues sont couramment parlées par de nombreuses personnes dans le monde.",,,,,,22,157
,"Ubuheruka, nari nagiye kuramutsa abagenzi nca nsanga siho bari.",,,general,"Nouveau, j'allais saluer les amis et je ne les ai pas trouvés.",,,,,,9,63
,"Ubuhinga Kugira babandanye igice ca kabiri, bategerezwa kumenya ikibazo co mu mwaka w'icumi",,,general,"Sciences Pour couvrir la deuxième partie, ils doivent connaître le problème de la 10e",,,,,,13,91
,Ubuhinga bwarateye imbere cane gushika aho bumwe mu buryo twahora dukoresha buzimangana burundu,,,general,La technologie a tellement progressé que certaines des méthodes que nous avons toujours utilisées sont complètement obsolètes.,,,,,,13,95
,Ubuja gusha buratagata.,,,proverbs,Il est facile de s'effondrer.,,,,,,3,23
,Ubuja kuzimu si ubufatanamende.,,,proverbs,Aller en enfer n'est pas une coïncidence.,,,,,,4,31
,Ubuja n’ugucuruza abaja mu buryo ubwo aribwo bwose birabujijwe.,,,general,L'esclavage et le trafic d'esclaves sous quelque forme que ce soit sont interdits.,,,,,,9,63
,Ubujuju bujana i mwonga.,,,proverbs,La bêtise mène au torrent.,,,,,,4,24
,Ubukuru sibwo bwenge.,,,proverbs,La grandeur n'est pas la sagesse.,,,,,,3,21
,Ubumwe butariho buteranywa n'inyama.,,,proverbs,Une union inexistante est réalisée par la chair.,,,,,,4,36
,Ubundabunda abonwa n'uhagaze.,,,proverbs,L'arme est visible en position debout.,,,,,,3,29
,"Ubunebwe turazirana. Sindi maboko ya regarega abona isuka akareganuka, yabona inkoko akaremarema.",,,general,"La paresse nous accompagne. Je ne vois pas les mains de l'homme qui a vu le déversement et a levé les yeux, il a vu le poulet et l'a élevé.",,,,,,12,97
,Ubunwa butamira butaguha buravuza induru ntiwumva.,,,proverbs,Une bouche qui ne t'écoute pas et qui crie que tu n'entends pas.,,,,,,6,50
,Ubura urubanza ntubura vuruvuru.,,,proverbs,Le manque de jugement n’est pas sans chaos.,,,,,,4,32
,Uburenganzira bwo gushinga no kwinjira mu mashirahamwe aharanira ineza y’abakozi n’uburenganzira bwo guhagarika imirimo buremewe.,,,general,Le droit de former et d’adhérer à des syndicats ainsi que le droit de grève sont légaux.,,,,,,15,129
,Uburenganzira bw’ukwiregura no kwisigura burubahirizwa imbere ya Sentare zose.,,,general,Le droit de défense et d’auto-explication est respecté devant tout le Sénat.,,,,,,9,78
,"Uburundi buri mu bihugu vya nyuma bikenye kw’isi, ururimi rwacu ruvugwa n’abantu bake cane.",,,general,"Le Burundi est l'un des pays les plus pauvres du monde, notre langue est parlée par très peu de personnes.",,,,,,14,91
,Uburundi bwarafatanijwe n’igihugu c'Urwanda: Rwanda-Urundi,,,general,Le Burundi a été annexé par le pays du Rwanda : Rwanda-Urundi,,,,,,5,58
,Uburundi bwaratunganije uruganda rurimwo abantu batandukanye bitaho ibijanye n’Ikirundi.,,,general,Le Burundi a développé une entreprise qui regroupe différentes personnes qui se soucient du Burundi.,,,,,,9,88
,"Uburundi bwarikukiye, intwaro ishikirizwa Abarundi.",,,general,"Le Burundi a fui, des armes ont été données aux Burundais.",,,,,,5,51
,Uburundi bwashinze imizi kuva mu kinjana ca 16 canke ca 17 mu karere karimwo abantu kuva mu kimpumbi ca mbere imbere y’umuzo wa Yezu Kirisu,,,general,Le christianisme s'est implanté depuis le XVIe ou XVIIe siècle dans une région peuplée depuis la nuit des temps avant la naissance de Jésus-Christ.,,,,,,25,139
,"Uburundi ni Republika imwe rudende, yishira ikizana, itegamiye idini na rimwe, ishingiye ku ntwaro rusangi, yubahiriza ubudasa muvyerekeye amoko n’amadini.",,,general,"Le Burundi est une république indépendante et non religieuse de longue date, fondée sur un régime communautaire qui respecte la diversité ethnique et religieuse.",,,,,,20,155
,Uburundi ni igihugu gitunzwe canecane n´uburimyi hamwe n´ubworozi,,,general,Le Burundi est un pays particulièrement protégé par le secteur agricole,,,,,,8,65
,"Uburundi, bufashwe mu mugongo n’ishirahamwe rya ONU ryitaho indero n’imico (UNESCO).",,,general,Le Burundi est soutenu par l'Organisation des Nations Unies pour les affaires culturelles (UNESCO).,,,,,,11,84
,"Uburyo ibisata bikwiye kwigishwamwo, rugashinga kandi icohinduka n’icokwongerwako ku neza y’ururimi rwacu",,,general,La manière dont les langues doivent être enseignées changera également et améliorera la qualité de notre langue.,,,,,,12,105
,Ubusigo buhuma ntibuba bunini.,,,proverbs,La poésie aveugle n'est pas géniale.,,,,,,4,30
,Ubusimbi busangiye amajanja ntibuhishanya amajambo.,,,proverbs,Les méchants ne cachent pas leurs paroles.,,,,,,5,51
,Ubusya uwundi ntibuguma.,,,proverbs,La colère d’une autre personne ne dure pas.,,,,,,3,24
,"Ubutegetsi buvuga ko imigambi y’igihe kirekire, izotuma Gitega iba koko igisagara ca politike kijanye n’igihe, kandi kigatuma n’utundi turere two hagati mu gihugu dutera imbere",,,general,Le gouvernement affirme que les plans à long terme feront de Gitega une véritable ville politique à terme et permettront le développement d'autres zones centrales du pays.,,,,,,25,176
,"Ubutegetsi bw’ubutungane nibwo bukingira amateka n’ubwigenge bw’abantu, rugacungera iyubahirizwa ryayo nkuko bitegekanijwe n’Ibwirizwa.",,,general,L'administration de la justice est celle qui protège l'histoire et la liberté des personnes et veille à leur respect comme le stipule la Constitution.,,,,,,13,135
,"Ubutegetsi nshingwabikorwa bufiswe n’Umukuru w’igihugu, Ivyegera bibiri vy’Umukuru w’igihugu n’abagize Leta.",,,general,"Le pouvoir exécutif est exercé par le Chef de l'Etat, deux adjoints du Chef de l'Etat et des membres du Gouvernement.",,,,,,11,108
,Ubutoni bwa cane busobesha mu ngoro.,,,proverbs,Beaucoup de gentillesse dans le palais.,,,,,,6,36
,Ubuyobozi bw’ikigo butegura amahugurwa yo gukangurira no guhugura abakozi bose kubijanye n’aya mategeko.,,,general,La direction de l'entreprise organise des formations pour sensibiliser et former tous les salariés à ces lois.,,,,,,13,104
,Ubuze ico avuga avuga ko umwami avyibushe.,,,proverbs,"Il manque ce qu'il dit, c'est que le roi est gros.",,,,,,7,42
,"Ubwa mbere, n’ubwo Ikirundi ari ururimi Abarundi bose bahurirako.",,,general,"D’abord, même si le Kirundi est la langue que parlent tous les Burundais.",,,,,,9,65
,Ubwato bwitangiye bukira ihumba.,,,proverbs,Le navire volontaire se remet de la famine.,,,,,,4,32
,Ubwato bwitangiye bukira umuyaga.,,,proverbs,Le bateau s'éloigne de la tempête.,,,,,,4,33
,Ubwenge buje mu nyuma buba buje kugucurira.,,,proverbs,La sagesse qui viendra plus tard viendra à vous.,,,,,,7,43
,Ubwenge bukama ishashi.,,,proverbs,Un long esprit.,,,,,,3,23
,Ubwenge burarahurwa.,,,proverbs,La sagesse se révèle.,,,,,,2,20
,Ubwenge buva imuhana.,,,proverbs,La sagesse vient de la discipline.,,,,,,3,21
,Ubwenge bw'umwe ni isaho itobotse.,,,proverbs,L'esprit est une montre indestructible.,,,,,,5,34
,Ubwenge bwinshi bwenga mango.,,,proverbs,Créez les pierres.,,,,,,4,29
,Ubwenge mu ndya burazituvya.,,,proverbs,La sagesse dans la nourriture nous rendra heureux.,,,,,,4,28
,"Ubwenge sibwo bugingo,umupfumu ntiyopfuye.",,,proverbs,"L'esprit n'est pas l'âme, la sorcière n'est pas morte.",,,,,,4,42
,Ubwira ikitumva ukaba uriko urata ururimi.,,,proverbs,Vous le dites à votre sourd et vous lui jetez la langue.,,,,,,6,42
,Ubwira urya ng'uransaba.,,,proverbs,Tu te dis de manger et tu me le demandes.,,,,,,3,24
,Ubwo buryo na bwo bwugururiye imiryango ayandi majambo atari ay’Ikirundi asigaye akoreshwa mu mvugo ya misi yose.,,,general,Cette méthode a également ouvert la porte à d’autres mots non kurdes qui sont encore utilisés dans le langage courant.,,,,,,17,113
,Ubwo iyo nkoko ntirose? Aka kanya burakeye? Jewe umengo sinari bwashireko urugohe.,,,general,La cloche ne serait-elle pas robuste ? Le lendemain ? Je ne pouvais pas mettre un terme.,,,,,,12,82
,Ubwo ntugomba kumpisha ko wariye mu gahinga? Kariwabo arateterwa amubarira ati:,,,general,Tu n'es pas obligé de me dire que tu as mangé dans le jardin ? Kariwabo a été choqué et lui a dit :,,,,,,11,79
,Ubwo wibagiye ko twatanguye uburuhuko ? Twari twagiye kwumviriza amanota.,,,general,As-tu oublié que nous avons commencé les vacances ? Nous étions allés écouter la partition.,,,,,,10,73
,Ubwoko bwose burafise uburenganzira bwo kuja mu rwego nshikiranganji.,,,general,Toutes les races ont le droit d'accéder au niveau ministériel.,,,,,,9,69
,Ubwoko bw’imfashanyo n’ukoroherezwa Leta ishobora kwemerera imigambwe bitomorwa n’Ibwirizwa.,,,general,Le type d'aide et de facilitation que l'État peut accorder aux mesures est déterminé par le décret.,,,,,,9,92
,Uca bugufi ugaca igitoke.,,,proverbs,Coupez court et coupez la paume.,,,,,,4,25
,Ufise umutwe muto awurinda uruguma.,,,proverbs,Vous avez une petite tête qui le garde.,,,,,,5,35
,"Ugasanga n’uwugize ngo arakimenye, akivanga cane n’izo ndimi mvamakungu, e mama ngo “Ikirundi kiragoye”, ahandi ngo “kirakenye”.",,,general,"Vous trouverez aussi le savoir, et il se mélange à ces langues, pour que la mère dise ""OOK est difficile"", sinon ""unde mal"".",,,,,,17,128
,Ugaya induru y'urunyegeri abanza kuraba ikiyivugije.,,,proverbs,Vous entendez la voix du nègre avant de regarder ce qu'il a dit.,,,,,,6,52
,Ugaye inyama y'umutwe akanda uwiwe.,,,proverbs,La viande de la tête est pressée contre la vôtre.,,,,,,5,35
,Ugenda cane ugaserukira kw'isimbo ry'inuma.,,,proverbs,Vous allez grandement et représentez le quai de la colombe.,,,,,,5,43
,Ugereranije indimi zigishwa mu mashure yo mu Burundi.,,,general,Comparez les langues enseignées dans les écoles au Burundi.,,,,,,8,53
,Ugiye iburyasazi azimira nzima (miyonzwa).,,,proverbs,Celui qui s'égare périra vivant.,,,,,,5,42
,Ugomba kugabana arazinduka.,,,proverbs,Il faut partager et changer.,,,,,,3,27
,Ugomba urwamo yenga urwagwa.,,,proverbs,Vous devez entrer ou vous tomberez.,,,,,,4,28
,Ugorora ikijumbu ukaba ukivuna.,,,proverbs,Vous redressez votre cou et vous le cassez.,,,,,,4,31
,Uguha aragusahurira.,,,proverbs,Donnez et recevez.,,,,,,2,20
,Uguhoha ni harya umwana atangura kuvuga indome za mbere mu buzima bwiwe.,,,general,La perte concerne les premières lettres de sa vie.,,,,,,12,72
,"Ugukingira n’ugushira inkehwa z’amoko, z’amadini n’imico mu ngendo rusangi y’intwaro ibereye.",,,general,"Protéger et répondre aux préoccupations ethniques, religieuses et culturelles dans le mouvement général des armes appropriées.",,,,,,11,93
,Ugumiwe n'amenyo ahaganywa n'amazi.,,,proverbs,La beauté et les dents sont associées à l’eau.,,,,,,4,35
,Uguriwe neza ntiyongeza.,,,proverbs,Les bons achats ne s’additionnent pas.,,,,,,3,24
,Ugusubiramwo urwego rw’igihugu rujejwe umutekano n’ubutungane mu ntumbero yo gustimbataza umutekano ku barundi bose.,,,general,Réviser le niveau national de sécurité et de justice afin d’assurer la sécurité de tous.,,,,,,14,116
,Ugutanga akazi gutegerezwa kwisunga ko abakarondera bakwije ibisabwa n’amategeko.,,,general,Les employeurs doivent s'assurer que les candidats satisfont aux exigences légales.,,,,,,9,81
,Uhabwa n'uwo yahaye aba agira Imana.,,,proverbs,Celui à qui il est donné appartient à Dieu.,,,,,,6,36
,Uhagarikiwe n'ingwe aravoma.,,,proverbs,Il est arrêté par un tigre et il boit.,,,,,,3,28
,"Uhasanga abavyeyi bazanye abana, abarwaye inyonko n’abakomeretse.Umuvuzi wacu aritonda, yamana umwete.",,,general,Vous y trouverez des parents emmenant leurs enfants malades et blessés. Notre médecin est prudent et assidu.,,,,,,11,102
,Uhenda imbwa umuziha ukaba wihenze umuhondo.,,,proverbs,"Si vous trompez un chien, vous le lui donnez et vous coûtez cher.",,,,,,6,44
,Uhimvye ntasobwa n'umugani.,,,proverbs,Le poème n'est pas un mythe.,,,,,,3,27
,Uhisha mu nda imbwa ntimwiba.,,,proverbs,Vous vous cachez dans le chien que vous ne volez pas.,,,,,,5,29
,Uhisha ubwari nyoko ntiwarama.,,,proverbs,Vous ne cachez pas qui vous êtes vraiment.,,,,,,4,30
,Uja gukira indwara arayirata.,,,proverbs,"Bonjour, la guérison est une guérison.",,,,,,4,29
,Uja gusama waraye ubusa nturonka.,,,proverbs,"Quand tu tombes enceinte, tu dors en vain et tu ne comprends pas.",,,,,,5,33
,Uja kurata intore abanza iz'i wabo.,,,proverbs,Vous allez chercher le visage contre le sien.,,,,,,6,35
,Ujha gupfa abanza kuniha.,,,proverbs,Il meurt le premier en gémissant.,,,,,,4,25
,"Uko bitegekanijwe, hategekwa ko nyene gukoresha/guhamagara yishura ivyo yakoresheje, cane cane mwitumatumanako ry’amakuru.",,,general,"Conformément au plan, il est également supposé que l'utilisation/les appels sont payés en fonction de l'utilisation, notamment pour la communication de données.",,,,,,13,122
,Uko bukeye si ko bwira.,,,proverbs,"Chaque jour, je ne le dis pas.",,,,,,5,23
,Uko imisi igenda urwaruka rugenda rutakaza akaranga nderano k’Umurundi n’Umurundikazi.,,,general,"Au fil des jours, la jeunesse perd son caractère de lien entre un homme et une femme.",,,,,,10,86
,"Uko indwi zibiri zitashe, ururimi ruba rugiye ubutakigaruka.",,,general,"Au bout de deux semaines, la langue a disparu et ne revient plus.",,,,,,8,60
,"Uko iterambere ridushwara, ni ko habaho n’imvugo ijanye na ryo.",,,general,"Au fur et à mesure que des progrès sont réalisés, une expression y est associée.",,,,,,10,63
,Uko zivugijwe ni ko zitambwa.,,,proverbs,On dit qu'ils ne sont pas sacrifiés.,,,,,,5,29
,Ukora ico azi ajana umwana mu kigega.,,,proverbs,Il fait ce qu'il sait et amène l'enfant à la caisse.,,,,,,7,37
,Ukorora acira aba agabanya indwara.,,,proverbs,La toux est un antitussif.,,,,,,5,35
